#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks,Open Bid Size,High Bid Size,Low Bid Size,Close Bid Size,Open Ask Size,High Ask Size,Low Ask Size,Close Ask Size,Open Mid Price,High Mid Price,Low Mid Price,Close Mid Price
NQc1,NQH25,Market Price,2025-03-19T09:35:40.000000000-05,Intraday 5Sec,19642,19642,19638.75,19639.75,26,20,19642,19642,19638.75,19639,531,19642.5,19642.5,19639.5,19639.75,623,1,5,1,2,1,5,1,1,19642.25,19642.25,19639.125,19639.375
NQc1,NQH25,Market Price,2025-03-19T09:35:45.000000000-05,Intraday 5Sec,19639.5,19639.75,19634,19636,25,21,19639,19640,19633.25,19636,780,19640,19640.75,19634.25,19637,809,2,5,1,2,3,5,1,1,19639.5,19640.375,19633.75,19636.5
NQc1,NQH25,Market Price,2025-03-19T09:35:50.000000000-05,Intraday 5Sec,19637,19640,19637,19640,44,16,19636.25,19639.75,19636.25,19639.25,549,19637,19640.75,19637,19640,597,1,5,1,1,1,5,1,2,19636.625,19640.25,19636.625,19639.625
NQc1,NQH25,Market Price,2025-03-19T09:35:55.000000000-05,Intraday 5Sec,19638.5,19642.25,19638.5,19639.5,22,16,19639,19642.75,19637.25,19639,553,19640,19643.5,19638,19639.75,561,3,4,1,1,2,6,1,1,19639.5,19643.125,19637.625,19639.375
NQc1,NQH25,Market Price,2025-03-19T09:36:00.000000000-05,Intraday 5Sec,19639,19639,19636.25,19637.5,338,20,19639,19639.75,19635,19638,821,19640,19640.25,19635.75,19639,776,1,5,1,3,5,5,1,2,19639.5,19640,19635.375,19638.5
NQc1,NQH25,Market Price,2025-03-19T09:36:05.000000000-05,Intraday 5Sec,19639,19642.5,19638.5,19638.75,19,17,19638,19643,19637.5,19639.5,678,19639,19643.75,19638.5,19640.25,669,4,5,1,1,2,5,1,1,19638.5,19643.375,19638,19639.875
NQc1,NQH25,Market Price,2025-03-19T09:36:10.000000000-05,Intraday 5Sec,19640.75,19642.25,19639.25,19642.25,24,6,19639.5,19642.25,19638.5,19641.25,518,19640.25,19643,19639.25,19641.75,436,2,5,1,1,1,5,1,1,19639.875,19642.625,19638.875,19641.5
NQc1,NQH25,Market Price,2025-03-19T09:36:15.000000000-05,Intraday 5Sec,19641.75,19644.25,19639,19639,21,19,19641.25,19644.75,19638,19640.25,609,19642,19645.75,19639,19641,637,1,5,1,1,3,5,1,3,19641.625,19645.25,19638.5,19640.625
NQc1,NQH25,Market Price,2025-03-19T09:36:20.000000000-05,Intraday 5Sec,19641,19642.5,19640.75,19640.75,31,3,19640,19642.25,19639.5,19640,376,19641,19643,19640.5,19640.75,438,1,5,1,1,3,5,1,1,19640.5,19642.625,19640,19640.375
NQc1,NQH25,Market Price,2025-03-19T09:36:25.000000000-05,Intraday 5Sec,19641,19643,19641,19643,11,9,19639.75,19643.25,19639,19641.75,437,19640.75,19644,19640,19642.5,427,1,5,1,1,1,6,1,1,19640.25,19643.625,19639.5,19642.125
NQc1,NQH25,Market Price,2025-03-19T09:36:30.000000000-05,Intraday 5Sec,19642.25,19644.5,19642.25,19643.5,11,5,19641.75,19644.75,19641.25,19643,448,19642.5,19645.5,19642,19644,447,2,5,1,2,1,4,1,2,19642.125,19645.125,19641.625,19643.5
NQc1,NQH25,Market Price,2025-03-19T09:36:35.000000000-05,Intraday 5Sec,19644.75,19645.5,19643.75,19645.5,8,7,19643.25,19645.25,19642.5,19645,530,19644,19646,19643.5,19646,484,1,5,1,2,2,4,1,3,19643.625,19645.625,19643,19645.5
NQc1,NQH25,Market Price,2025-03-19T09:36:40.000000000-05,Intraday 5Sec,19645,19652.5,19645,19652.5,64,20,19645.25,19652.25,19644.5,19651,703,19646,19652.75,19645.25,19652,570,1,5,1,2,3,5,1,2,19645.625,19652.5,19644.875,19651.5
NQc1,NQH25,Market Price,2025-03-19T09:36:45.000000000-05,Intraday 5Sec,19652.75,19653.25,19651.5,19651.5,70,8,19651.25,19653.25,19649.5,19650.25,543,19652,19653.75,19650.25,19651,521,1,5,1,1,2,5,1,1,19651.625,19653.5,19649.875,19650.625
NQc1,NQH25,Market Price,2025-03-19T09:36:50.000000000-05,Intraday 5Sec,19647,19648,19646.5,19648,21,5,19650.25,19651,19646.5,19648.25,435,19651,19651.75,19647,19649,362,2,5,1,2,1,5,1,1,19650.625,19651.375,19646.75,19648.625
NQc1,NQH25,Market Price,2025-03-19T09:36:55.000000000-05,Intraday 5Sec,19647.5,19649.5,19647.5,19649.5,20,3,19648.5,19649.75,19646.75,19649.5,296,19649,19650.5,19647.5,19650.25,324,1,5,1,1,1,5,1,1,19648.75,19650.125,19647.125,19649.875
NQc1,NQH25,Market Price,2025-03-19T09:37:00.000000000-05,Intraday 5Sec,19648,19648,19644.5,19647.5,58,10,19649.5,19650.25,19643.75,19646.25,670,19650,19651,19644.5,19647,715,1,5,1,1,1,5,1,1,19649.75,19650.625,19644.125,19646.625
NQc1,NQH25,Market Price,2025-03-19T09:37:05.000000000-05,Intraday 5Sec,19646.75,19648,19646.75,19647.75,7,5,19646.5,19647.75,19645.25,19647.25,290,19647,19648.5,19646.25,19648,343,1,4,1,2,1,5,1,2,19646.75,19648.125,19645.875,19647.625
NQc1,NQH25,Market Price,2025-03-19T09:37:10.000000000-05,Intraday 5Sec,19648,19658.25,19648,19657,46,32,19647.25,19658.5,19646.5,19657.25,987,19648,19659.25,19647.25,19658,877,2,6,1,2,1,7,1,1,19647.625,19658.875,19646.875,19657.625
NQc1,NQH25,Market Price,2025-03-19T09:37:15.000000000-05,Intraday 5Sec,19657,19657.25,19652.75,19653.75,52,14,19657.25,19657.25,19652.25,19654,921,19658,19658.25,19653,19654.75,895,1,5,1,1,1,5,1,1,19657.625,19657.75,19652.625,19654.375
NQc1,NQH25,Market Price,2025-03-19T09:37:20.000000000-05,Intraday 5Sec,19653.25,19653.75,19652.75,19652.75,3,3,19654,19655,19652.25,19654.25,617,19655,19656,19652.75,19655,657,1,5,1,1,2,5,1,1,19654.5,19655.375,19652.5,19654.625
NQc1,NQH25,Market Price,2025-03-19T09:37:25.000000000-05,Intraday 5Sec,19656.5,19659.25,19656.5,19657.25,72,20,19654.25,19658.75,19653.75,19657.5,652,19654.75,19660,19654.75,19658.25,668,1,15,1,1,1,5,1,1,19654.5,19659.375,19654.25,19657.875
NQc1,NQH25,Market Price,2025-03-19T09:37:30.000000000-05,Intraday 5Sec,19656.75,19658.75,19655,19658.75,29,16,19657.25,19658.5,19653.75,19657,655,19658.25,19659.75,19654.75,19657.5,496,3,6,1,2,1,5,1,1,19657.75,19659,19654.25,19657.25
NQc1,NQH25,Market Price,2025-03-19T09:37:35.000000000-05,Intraday 5Sec,19657.25,19659,19656.75,19659,7,4,19657.25,19659,19655.5,19658.25,512,19657.5,19660,19656.5,19659,421,1,5,1,4,1,7,1,2,19657.375,19659.5,19656,19658.625
NQc1,NQH25,Market Price,2025-03-19T09:37:40.000000000-05,Intraday 5Sec,19659,19660.25,19656,19656,40,15,19658.5,19659.75,19655.75,19656,706,19659,19660.25,19656.5,19657,535,1,6,1,3,2,11,1,2,19658.75,19660,19656.125,19656.5
NQc1,NQH25,Market Price,2025-03-19T09:37:45.000000000-05,Intraday 5Sec,19657,19657,19655.25,19656.25,12,7,19656,19657.75,19655,19655.5,345,19657,19658.5,19655.5,19656.25,445,2,5,1,2,2,5,1,1,19656.5,19658.125,19655.25,19655.875
NQc1,NQH25,Market Price,2025-03-19T09:37:50.000000000-05,Intraday 5Sec,19656.25,19656.5,19652.75,19654,185,67,19655.75,19657.25,19652,19653.75,599,19656.25,19658.25,19652.75,19654.5,533,1,6,1,1,1,77,1,2,19656,19657.75,19652.5,19654.125
NQc1,NQH25,Market Price,2025-03-19T09:37:55.000000000-05,Intraday 5Sec,19655,19656.75,19655,19655.5,18,8,19653.75,19656.75,19653.5,19654.75,383,19654.5,19657,19654.25,19655.5,374,1,8,1,1,1,5,1,2,19654.125,19656.875,19653.875,19655.125
NQc1,NQH25,Market Price,2025-03-19T09:38:00.000000000-05,Intraday 5Sec,19654.5,19660.5,19654,19657,46,33,19654.5,19661.25,19653.75,19656.5,725,19655.5,19661.75,19654.5,19657.5,554,3,5,1,3,2,11,1,2,19655,19661.5,19654.125,19657
NQc1,NQH25,Market Price,2025-03-19T09:38:05.000000000-05,Intraday 5Sec,19655.25,19656,19655.25,19655.5,36,7,19656.5,19657.25,19653.25,19653.25,543,19657.25,19658,19654,19654,544,3,5,1,2,1,5,1,1,19656.875,19657.625,19653.625,19653.625
NQc1,NQH25,Market Price,2025-03-19T09:38:10.000000000-05,Intraday 5Sec,19653,19656.75,19652.5,19656.75,27,9,19653.25,19657.75,19651.75,19656.75,584,19654,19658.75,19652.75,19657.5,647,2,4,1,2,2,5,1,2,19653.625,19658.25,19652.25,19657.125
NQc1,NQH25,Market Price,2025-03-19T09:38:15.000000000-05,Intraday 5Sec,19657.5,19658.75,19657,19658.75,22,12,19656.75,19659.5,19655.25,19658.5,486,19657.5,19660.25,19656.25,19659.25,519,2,5,1,1,1,5,1,3,19657.125,19659.875,19655.75,19658.875
NQc1,NQH25,Market Price,2025-03-19T09:38:20.000000000-05,Intraday 5Sec,19658.75,19658.75,19654.25,19655.25,34,15,19658.5,19660,19652.5,19653.75,786,19659.25,19661,19653.25,19654.75,655,1,6,1,2,2,5,1,2,19658.875,19660.5,19652.875,19654.25
NQc1,NQH25,Market Price,2025-03-19T09:38:25.000000000-05,Intraday 5Sec,19654.25,19654.25,19651.25,19651.75,28,17,19654,19654.5,19650.25,19651.75,484,19654.75,19655.25,19651,19652.5,443,1,6,1,1,2,7,1,2,19654.375,19654.875,19650.625,19652.125
NQc1,NQH25,Market Price,2025-03-19T09:38:30.000000000-05,Intraday 5Sec,19651,19652,19648,19652,19,14,19651.75,19652.25,19647.25,19652,630,19652.5,19653,19648,19652.75,685,1,5,1,1,1,6,1,1,19652.125,19652.625,19647.625,19652.375
NQc1,NQH25,Market Price,2025-03-19T09:38:35.000000000-05,Intraday 5Sec,19652,19652.5,19646.75,19646.75,8,6,19652,19652.5,19646,19646.25,596,19652.75,19653.25,19646.75,19647.25,635,2,5,1,2,1,5,1,2,19652.375,19652.875,19646.375,19646.75
NQc1,NQH25,Market Price,2025-03-19T09:38:40.000000000-05,Intraday 5Sec,19647,19648.75,19645.75,19646.75,34,23,19646.25,19649.25,19645.25,19646.25,632,19647,19650,19646,19647.25,619,2,5,1,1,1,6,1,5,19646.625,19649.625,19645.75,19646.75
NQc1,NQH25,Market Price,2025-03-19T09:38:45.000000000-05,Intraday 5Sec,19646.75,19648.5,19642,19642,33,22,19646.25,19648.5,19641.25,19642,513,19647,19649.25,19642,19642.75,563,1,6,1,1,1,6,1,2,19646.625,19648.875,19641.625,19642.375
NQc1,NQH25,Market Price,2025-03-19T09:38:50.000000000-05,Intraday 5Sec,19643.5,19645.5,19643.5,19644.25,20,6,19642,19645.75,19642,19644,566,19642.75,19646.5,19642.75,19644.75,590,1,6,1,2,1,5,1,1,19642.375,19646.125,19642.375,19644.375
NQc1,NQH25,Market Price,2025-03-19T09:38:55.000000000-05,Intraday 5Sec,19645.5,19645.5,19642.75,19643.5,7,7,19644.25,19646.25,19642,19643.5,537,19644.75,19647,19642.75,19644.25,549,1,5,1,3,1,5,1,1,19644.5,19646.625,19642.375,19643.875
NQc1,NQH25,Market Price,2025-03-19T09:39:00.000000000-05,Intraday 5Sec,19646,19646.75,19644.5,19644.5,19,14,19643.5,19646.75,19643,19645,701,19644.25,19647.5,19643.75,19645.75,725,2,5,1,2,1,6,1,1,19643.875,19647.125,19643.375,19645.375
NQc1,NQH25,Market Price,2025-03-19T09:39:05.000000000-05,Intraday 5Sec,19647.25,19647.25,19646.25,19647,6,5,19645,19649,19644.75,19646.25,541,19646,19650,19645.75,19647.25,521,2,4,1,1,3,4,1,2,19645.5,19649.5,19645.25,19646.75
NQc1,NQH25,Market Price,2025-03-19T09:39:10.000000000-05,Intraday 5Sec,19648.25,19648.25,19645,19645,6,3,19646.25,19648.5,19642.25,19644.25,581,19647,19649.25,19643,19645.25,536,1,5,1,3,1,6,1,2,19646.625,19648.875,19642.625,19644.75
NQc1,NQH25,Market Price,2025-03-19T09:39:15.000000000-05,Intraday 5Sec,19644,19645.75,19642,19645.5,15,8,19644.25,19647,19641.75,19646.75,595,19645.25,19647.75,19642,19647.5,612,3,5,1,1,1,5,1,1,19644.75,19647.375,19641.875,19647.125
NQc1,NQH25,Market Price,2025-03-19T09:39:20.000000000-05,Intraday 5Sec,19647,19650.75,19646.5,19650.75,23,8,19646.75,19651,19645.75,19650,408,19647.75,19651.75,19646.5,19651,415,1,4,1,2,1,5,1,2,19647.25,19651.375,19646.125,19650.5
NQc1,NQH25,Market Price,2025-03-19T09:39:25.000000000-05,Intraday 5Sec,19651,19651,19649.75,19649.75,16,10,19650,19650.75,19648.5,19648.5,249,19651,19651.25,19649.25,19649.5,262,2,3,1,1,3,4,1,2,19650.5,19651,19648.875,19649
NQc1,NQH25,Market Price,2025-03-19T09:39:30.000000000-05,Intraday 5Sec,19648.5,19649,19647.75,19648,12,10,19648.5,19649,19646.75,19647.75,256,19649.5,19649.75,19647.5,19648.75,310,2,4,1,3,2,4,1,1,19649,19649.375,19647.375,19648.25
NQc1,NQH25,Market Price,2025-03-19T09:39:35.000000000-05,Intraday 5Sec,19648,19650.75,19648,19650,19,13,19648,19650.75,19647.25,19648,305,19648.75,19651.5,19648.25,19649,371,1,4,1,3,1,5,1,2,19648.375,19651.125,19647.75,19648.5
NQc1,NQH25,Market Price,2025-03-19T09:39:40.000000000-05,Intraday 5Sec,19648.5,19650.25,19648.5,19648.75,5,3,19648,19651.75,19647,19647.5,314,19648.75,19652.5,19648,19648.5,390,3,4,1,1,1,5,1,2,19648.375,19652.125,19647.5,19648
NQc1,NQH25,Market Price,2025-03-19T09:39:45.000000000-05,Intraday 5Sec,,,,,2,,19647.5,19647.75,19644.75,19646.5,435,19648.25,19648.25,19645.5,19647.5,449,1,6,1,3,1,5,1,2,19647.875,19648,19645.125,19647
NQc1,NQH25,Market Price,2025-03-19T09:39:50.000000000-05,Intraday 5Sec,19647,19648.25,19642.75,19644,48,22,19646.75,19647.75,19642,19644.5,528,19647.5,19648.75,19643,19645.5,555,1,4,1,2,2,6,1,1,19647.125,19648.25,19642.5,19645
NQc1,NQH25,Market Price,2025-03-19T09:39:55.000000000-05,Intraday 5Sec,19644.25,19646.5,19644,19646.5,8,6,19644.75,19647.5,19643.75,19646,418,19645.5,19648.25,19644.75,19647,458,1,4,1,2,1,6,1,1,19645.125,19647.875,19644.25,19646.5
NQc1,NQH25,Market Price,2025-03-19T09:40:00.000000000-05,Intraday 5Sec,19646,19653.75,19645.25,19653.75,20,16,19646.25,19653.5,19644.5,19653.25,612,19647,19654,19645.25,19654,627,1,6,1,2,1,6,1,1,19646.625,19653.75,19644.875,19653.625
NQc1,NQH25,Market Price,2025-03-19T09:40:05.000000000-05,Intraday 5Sec,19654,19655.75,19652.5,19655.75,8,8,19653.25,19655.75,19651,19654.25,506,19654,19656.5,19651.75,19655,549,1,5,1,1,1,5,1,1,19653.625,19656.125,19651.375,19654.625
NQc1,NQH25,Market Price,2025-03-19T09:40:10.000000000-05,Intraday 5Sec,19653.5,19653.75,19652.5,19652.75,14,8,19654.25,19655,19652,19652.5,457,19655.25,19656,19652.75,19653.25,504,1,5,1,2,5,5,1,1,19654.75,19655.5,19652.375,19652.875
NQc1,NQH25,Market Price,2025-03-19T09:40:15.000000000-05,Intraday 5Sec,19652.5,19652.5,19650.75,19650.75,13,8,19652.75,19653,19650.25,19651,138,19653.25,19653.75,19651,19651.75,198,1,3,1,1,1,3,1,1,19653,19653.375,19650.625,19651.375
NQc1,NQH25,Market Price,2025-03-19T09:40:20.000000000-05,Intraday 5Sec,19650.5,19650.5,19649,19649.25,15,7,19651,19651,19648,19648.5,197,19651.75,19651.75,19648.5,19649.25,230,1,4,1,3,2,4,1,1,19651.375,19651.375,19648.25,19648.875
NQc1,NQH25,Market Price,2025-03-19T09:40:25.000000000-05,Intraday 5Sec,19650.75,19652.25,19649.5,19650.75,9,6,19648.5,19652,19648.25,19650.25,402,19649.25,19652.75,19649.25,19651.25,458,2,4,1,2,1,5,1,2,19648.875,19652.375,19648.75,19650.75
NQc1,NQH25,Market Price,2025-03-19T09:40:30.000000000-05,Intraday 5Sec,19651,19651.25,19650,19650,3,3,19650.25,19651.5,19649,19650,288,19651.25,19652,19650,19650.75,335,2,5,1,1,1,6,1,1,19650.75,19651.75,19649.5,19650.375
NQc1,NQH25,Market Price,2025-03-19T09:40:35.000000000-05,Intraday 5Sec,19647.75,19652,19647.75,19652,6,5,19650,19652,19647,19652,357,19651,19653,19647.75,19652.75,493,1,4,1,2,5,5,1,1,19650.5,19652.5,19647.375,19652.375
NQc1,NQH25,Market Price,2025-03-19T09:40:40.000000000-05,Intraday 5Sec,19652.75,19652.75,19648.25,19648.25,7,5,19652.25,19652.5,19647.5,19649.25,432,19652.75,19653.25,19648.25,19650,493,1,7,1,1,1,5,1,1,19652.5,19652.875,19647.875,19649.625
NQc1,NQH25,Market Price,2025-03-19T09:40:45.000000000-05,Intraday 5Sec,19648.5,19648.5,19648.5,19648.5,13,1,19649.25,19650.5,19647.75,19650.25,337,19650,19651.25,19648.5,19651,384,1,8,1,2,2,5,1,2,19649.625,19650.875,19648.125,19650.625
NQc1,NQH25,Market Price,2025-03-19T09:40:50.000000000-05,Intraday 5Sec,19650.75,19651,19650.5,19650.75,42,4,19650.25,19652.25,19649.25,19651.25,355,19651,19653,19650.25,19652.25,417,2,4,1,1,1,5,1,3,19650.625,19652.625,19649.75,19651.75
NQc1,NQH25,Market Price,2025-03-19T09:40:55.000000000-05,Intraday 5Sec,19651.25,19653,19647,19647,29,12,19651.25,19652.75,19646,19646.75,451,19652,19653.5,19646.5,19647.5,531,1,5,1,2,1,5,1,1,19651.625,19653.125,19646.25,19647.125
NQc1,NQH25,Market Price,2025-03-19T09:41:00.000000000-05,Intraday 5Sec,19648.75,19650,19648.5,19649.75,12,4,19647,19650.5,19646.75,19649,403,19647.5,19651.25,19647.5,19649.75,460,1,5,1,1,1,5,1,1,19647.25,19650.875,19647.125,19649.375
NQc1,NQH25,Market Price,2025-03-19T09:41:05.000000000-05,Intraday 5Sec,19649.75,19650.25,19649.75,19650.25,8,5,19649,19652,19648.25,19649,441,19650.5,19652.75,19649,19649.75,528,1,4,1,1,2,5,1,2,19649.75,19652.375,19648.625,19649.375
NQc1,NQH25,Market Price,2025-03-19T09:41:10.000000000-05,Intraday 5Sec,19647.5,19648.75,19647.5,19648.75,3,3,19649,19649,19646,19648.5,389,19649.5,19650,19647.25,19649.25,485,1,6,1,1,1,5,1,1,19649.25,19649.5,19646.625,19648.875
NQc1,NQH25,Market Price,2025-03-19T09:41:15.000000000-05,Intraday 5Sec,19649.75,19649.75,19648.5,19648.5,9,4,19648.5,19650.25,19647.25,19649,421,19649.25,19651.25,19648,19650,436,1,5,1,3,2,5,1,2,19648.875,19650.75,19647.625,19649.5
NQc1,NQH25,Market Price,2025-03-19T09:41:20.000000000-05,Intraday 5Sec,19650.75,19651.25,19650.75,19651.25,13,5,19649.25,19652.5,19649.25,19649.75,469,19650,19653.25,19650,19650.5,450,1,5,1,2,2,6,1,1,19649.625,19652.875,19649.625,19650.125
NQc1,NQH25,Market Price,2025-03-19T09:41:25.000000000-05,Intraday 5Sec,19649.75,19649.75,19649.75,19649.75,3,1,19649.75,19652.25,19649.25,19651.25,343,19650.5,19652.75,19650,19652,389,1,4,1,3,1,6,1,1,19650.125,19652.5,19649.625,19651.625
NQc1,NQH25,Market Price,2025-03-19T09:41:30.000000000-05,Intraday 5Sec,19652.75,19652.75,19652.75,19652.75,1,1,19651.25,19653,19650.5,19652.5,401,19652.25,19653.75,19651.25,19653.25,313,3,5,1,1,4,5,1,3,19651.75,19653.375,19651,19652.875
NQc1,NQH25,Market Price,2025-03-19T09:41:35.000000000-05,Intraday 5Sec,19652.25,19655,19652.25,19652.25,109,8,19652.5,19655,19651.25,19651.75,425,19653.25,19655.75,19652,19652.5,451,1,5,1,1,2,5,1,1,19652.875,19655.375,19651.625,19652.125
NQc1,NQH25,Market Price,2025-03-19T09:41:40.000000000-05,Intraday 5Sec,19652.5,19652.5,19649.75,19650,17,14,19651.75,19652.25,19649,19650.75,330,19652.5,19653,19649.75,19651.5,388,1,5,1,1,2,6,1,2,19652.125,19652.625,19649.375,19651.125
NQc1,NQH25,Market Price,2025-03-19T09:41:45.000000000-05,Intraday 5Sec,19646.25,19647.75,19640,19642,44,33,19650.75,19651.25,19640,19641.25,761,19651.5,19652,19640.5,19641.75,797,2,10,1,1,2,5,1,1,19651.125,19651.625,19640.25,19641.5
NQc1,NQH25,Market Price,2025-03-19T09:41:50.000000000-05,Intraday 5Sec,19641.75,19643,19640.75,19641.5,115,16,19641.25,19642.5,19640,19640.5,391,19642,19643.25,19640.75,19641.25,394,1,7,1,1,1,5,1,3,19641.625,19642.875,19640.375,19640.875
NQc1,NQH25,Market Price,2025-03-19T09:41:55.000000000-05,Intraday 5Sec,19640,19640,19630.5,19632.25,98,62,19640.5,19640.5,19630.25,19631.5,1176,19641,19641.25,19631,19632.5,1053,1,6,1,3,1,7,1,2,19640.75,19640.875,19630.75,19632
NQc1,NQH25,Market Price,2025-03-19T09:42:00.000000000-05,Intraday 5Sec,19630.25,19635.5,19629,19633.25,59,46,19631.75,19635.5,19628.75,19633,795,19632.5,19636.25,19629.5,19633.75,906,1,7,1,1,2,5,1,1,19632.125,19635.875,19629.25,19633.375
NQc1,NQH25,Market Price,2025-03-19T09:42:05.000000000-05,Intraday 5Sec,19634.5,19634.5,19629,19631.5,23,15,19632.75,19635.25,19628.75,19632,733,19633.75,19636,19629,19632.75,826,1,5,1,2,1,4,1,1,19633.25,19635.625,19628.875,19632.375
NQc1,NQH25,Market Price,2025-03-19T09:42:10.000000000-05,Intraday 5Sec,19633,19635.75,19631.75,19635.75,18,13,19632,19636.25,19631.25,19635.5,795,19633,19637,19631.75,19636.25,828,2,5,1,2,1,5,1,1,19632.5,19636.625,19631.5,19635.875
NQc1,NQH25,Market Price,2025-03-19T09:42:15.000000000-05,Intraday 5Sec,19635.5,19638.5,19634.5,19634.75,36,22,19635,19638.5,19633.75,19634.5,753,19636.25,19639,19634.5,19635.5,663,4,5,1,2,1,6,1,2,19635.625,19638.75,19634.125,19635
NQc1,NQH25,Market Price,2025-03-19T09:42:20.000000000-05,Intraday 5Sec,19635,19639.75,19635,19639.75,15,11,19634.5,19640,19633,19639,447,19635.25,19641,19633.75,19639.75,494,2,5,1,1,1,4,1,2,19634.875,19640.5,19633.375,19639.375
NQc1,NQH25,Market Price,2025-03-19T09:42:25.000000000-05,Intraday 5Sec,19639,19639,19636.5,19636.5,11,8,19639,19640,19635.25,19635.5,476,19639.75,19641,19636,19636.5,473,2,5,1,4,2,5,1,1,19639.375,19640.5,19635.625,19636
NQc1,NQH25,Market Price,2025-03-19T09:42:30.000000000-05,Intraday 5Sec,19635.25,19635.25,19628.5,19629,16,15,19635.75,19635.75,19628,19628,599,19636.5,19636.5,19628.5,19628.5,738,1,5,1,3,1,10,1,1,19636.125,19636.125,19628.25,19628.25
NQc1,NQH25,Market Price,2025-03-19T09:42:35.000000000-05,Intraday 5Sec,19628.5,19629.75,19625.5,19625.5,129,39,19628,19629.25,19625,19625.5,878,19628.75,19630.25,19625.75,19626.5,899,3,6,1,2,1,6,1,2,19628.375,19629.75,19625.375,19626
NQc1,NQH25,Market Price,2025-03-19T09:42:40.000000000-05,Intraday 5Sec,19626,19629.75,19624.5,19628.5,73,27,19625.5,19629.75,19624,19626.5,691,19626.5,19630.5,19624.75,19627.5,702,2,6,1,2,1,5,1,1,19626,19630.125,19624.5,19627
NQc1,NQH25,Market Price,2025-03-19T09:42:45.000000000-05,Intraday 5Sec,19626.25,19626.25,19623.25,19624.75,49,10,19626.5,19628.5,19623,19623.75,660,19627.75,19629.25,19623.75,19624.75,815,2,5,1,1,4,5,1,3,19627.125,19628.875,19623.375,19624.25
NQc1,NQH25,Market Price,2025-03-19T09:42:50.000000000-05,Intraday 5Sec,19623,19629.5,19622.75,19628.75,44,24,19623.75,19629,19622,19628.25,731,19624.75,19629.75,19622.5,19629,797,2,5,1,1,3,5,1,1,19624.25,19629.375,19622.25,19628.625
NQc1,NQH25,Market Price,2025-03-19T09:42:55.000000000-05,Intraday 5Sec,19628.5,19631,19627.5,19629.75,23,18,19628.25,19630.75,19626.75,19629.75,562,19629.25,19631.5,19627.5,19630.5,574,1,5,1,1,2,8,1,1,19628.75,19631.125,19627.25,19630.125
NQc1,NQH25,Market Price,2025-03-19T09:43:00.000000000-05,Intraday 5Sec,19629.5,19633,19629.5,19632.75,9,9,19629.75,19633.25,19628,19631.5,782,19630.5,19634,19629,19632.25,799,1,5,1,1,2,6,1,1,19630.125,19633.625,19628.5,19631.875
NQc1,NQH25,Market Price,2025-03-19T09:43:05.000000000-05,Intraday 5Sec,19631.5,19631.5,19626.25,19627.75,22,19,19631.5,19631.75,19625,19628,677,19632.25,19632.75,19625.75,19629,645,1,5,1,2,2,6,1,3,19631.875,19632.25,19625.375,19628.5
NQc1,NQH25,Market Price,2025-03-19T09:43:10.000000000-05,Intraday 5Sec,19627.5,19627.5,19626,19626,2,2,19628,19628,19625,19627,484,19628.75,19628.75,19625.75,19627.75,476,2,5,1,1,1,5,1,2,19628.375,19628.375,19625.375,19627.375
NQc1,NQH25,Market Price,2025-03-19T09:43:15.000000000-05,Intraday 5Sec,19628,19628.75,19628,19628.75,5,3,19627,19628.5,19626.25,19627.5,545,19627.75,19629.5,19627.25,19628.25,509,2,5,1,1,2,6,1,1,19627.375,19629,19626.75,19627.875
NQc1,NQH25,Market Price,2025-03-19T09:43:20.000000000-05,Intraday 5Sec,19627.5,19627.5,19620.75,19620.75,41,25,19627.5,19627.75,19620.25,19621.25,629,19628.25,19628.5,19621.25,19621.75,634,2,5,1,1,1,7,1,1,19627.875,19628.125,19620.75,19621.5
NQc1,NQH25,Market Price,2025-03-19T09:43:25.000000000-05,Intraday 5Sec,19622.25,19623.5,19617,19617.75,95,71,19621,19623.5,19616.75,19617.25,980,19621.75,19624.25,19617.75,19618,931,3,5,1,1,1,6,1,2,19621.375,19623.875,19617.375,19617.625
NQc1,NQH25,Market Price,2025-03-19T09:43:30.000000000-05,Intraday 5Sec,19617.25,19620,19614.5,19619.75,112,40,19617,19619.75,19614,19618.75,837,19617.25,19620.5,19615,19619.5,880,1,5,1,2,1,8,1,1,19617.125,19620,19614.5,19619.125
NQc1,NQH25,Market Price,2025-03-19T09:43:35.000000000-05,Intraday 5Sec,19619.75,19628.25,19619.5,19628.25,55,31,19619,19628.5,19619,19627,828,19619.5,19629.25,19619.5,19628,723,1,6,1,2,1,6,1,1,19619.25,19628.875,19619.25,19627.5
NQc1,NQH25,Market Price,2025-03-19T09:43:40.000000000-05,Intraday 5Sec,19627.5,19628.5,19624.25,19625.5,34,20,19627,19628.5,19623.75,19625.75,826,19628,19629.25,19624.5,19626.75,732,3,5,1,2,1,5,1,2,19627.5,19628.875,19624.125,19626.25
NQc1,NQH25,Market Price,2025-03-19T09:43:45.000000000-05,Intraday 5Sec,19625.5,19625.5,19624,19625,9,7,19626,19626.25,19623,19624.25,456,19626.75,19627,19624,19625,530,1,5,1,1,2,5,1,1,19626.375,19626.625,19623.5,19624.625
